"","species","site","Date","Sample","Time.Code2","dfw","order","area","salinity","shoot.density","fetch","abundance","TimeID","function.","taxon","group","eelgrss.epifauna"
"5754","Janua.pagastecheri","DC",2012-06-27,3,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","suspension.feeder","polychaete","polychaete","yes"
"5755","Janua.pagastecheri","CB",2012-05-26,1,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","suspension.feeder","polychaete","polychaete","yes"
"5756","Janua.pagastecheri","EI",2012-07-23,8,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","suspension.feeder","polychaete","polychaete","yes"
"5757","Janua.pagastecheri","NB",2012-05-24,12,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","suspension.feeder","polychaete","polychaete","yes"
"5758","Lacuna.spp.","RP",2012-05-22,1,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","grazer","gastropod","gastropod","yes"
"5759","Lacuna.spp.","EI",2012-07-23,3,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5760","Lacuna.spp.","BE",2012-06-15,16,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","grazer","gastropod","gastropod","yes"
"5761","Lacuna.spp.","CB",2012-07-05,5,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5762","Lacuna.spp.","CC",2012-07-25,2,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5763","Lacuna.spp.","CB",2012-08-11,15,"E",5.8,4,1.02,16.36666667,5,24845,1,"CB.E","grazer","gastropod","gastropod","yes"
"5764","Lacuna.spp.","EI",2012-07-23,12,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5765","Lacuna.spp.","NB",2012-08-09,7,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","grazer","gastropod","gastropod","yes"
"5766","Lacuna.spp.","CC",2012-07-25,1,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5767","Lacuna.spp.","BI",2012-06-20,7,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5768","Lacuna.spp.","RP",2012-05-22,12,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","grazer","gastropod","gastropod","yes"
"5769","Lacuna.spp.","EI",2012-07-23,10,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5770","Lacuna.spp.","CC",2012-07-25,3,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5771","Lacuna.spp.","NB",2012-05-24,10,"A",1,1,11.33,15.66666667,8,68719,1,"NB.A","grazer","gastropod","gastropod","yes"
"5772","Lacuna.spp.","BI",2012-06-20,6,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5773","Lacuna.spp.","BI",2012-06-20,3,"C",5,3,0.61,15.7,NA,51587,3,"BI.C","grazer","gastropod","gastropod","yes"
"5774","Lacuna.spp.","BI",2012-06-20,14,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5775","Lacuna.spp.","CC",2012-07-25,4,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5776","Lacuna.spp.","BI",2012-06-20,15,"C",5,3,0.61,15.7,NA,51587,5,"BI.C","grazer","gastropod","gastropod","yes"
"5777","Lacuna.spp.","DC",2012-08-03,16,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5778","Lacuna.spp.","WI",2012-05-20,15,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5779","Lacuna.spp.","DC",2012-05-28,10,"A",14.4,9,4.34,24.86666667,12.5,32046,2,"DC.A","grazer","gastropod","gastropod","yes"
"5780","Lacuna.spp.","BI",2012-06-20,16,"C",5,3,0.61,15.7,NA,51587,1,"BI.C","grazer","gastropod","gastropod","yes"
"5781","Lacuna.spp.","DC",2012-06-27,6,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","grazer","gastropod","gastropod","yes"
"5782","Lacuna.spp.","BI",2012-06-20,9,"C",5,3,0.61,15.7,NA,51587,1,"BI.C","grazer","gastropod","gastropod","yes"
"5783","Lacuna.spp.","NB",2012-08-09,3,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","grazer","gastropod","gastropod","yes"
"5784","Lacuna.spp.","NB",2012-07-10,5,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","grazer","gastropod","gastropod","yes"
"5785","Lacuna.spp.","RP",2012-08-07,7,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","grazer","gastropod","gastropod","yes"
"5786","Lacuna.spp.","WI",2012-05-20,14,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5787","Lacuna.spp.","WI",2012-05-20,12,"A",10.6,8,0.63,20.96666667,7.9,191429,3,"WI.A","grazer","gastropod","gastropod","yes"
"5788","Lacuna.spp.","CB",2012-08-11,16,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","grazer","gastropod","gastropod","yes"
"5789","Lacuna.spp.","WI",2012-06-30,7,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","grazer","gastropod","gastropod","yes"
"5790","Lacuna.spp.","DC",2012-05-28,15,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","grazer","gastropod","gastropod","yes"
"5791","Lacuna.spp.","WI",2012-06-30,1,"C",10.6,8,0.63,20.96666667,7.9,191429,18,"WI.C","grazer","gastropod","gastropod","yes"
"5792","Lacuna.spp.","BI",2012-06-20,5,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5793","Lacuna.spp.","BI",2012-06-20,4,"C",5,3,0.61,15.7,NA,51587,4,"BI.C","grazer","gastropod","gastropod","yes"
"5794","Lacuna.spp.","DC",2012-08-03,4,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5795","Lacuna.spp.","WI",2012-05-20,8,"A",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.A","grazer","gastropod","gastropod","yes"
"5796","Lacuna.spp.","CB",2012-07-05,16,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5797","Lacuna.spp.","CB",2012-05-26,7,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5798","Lacuna.spp.","DC",2012-06-27,9,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","grazer","gastropod","gastropod","yes"
"5799","Lacuna.spp.","DC",2012-06-27,3,"C",14.4,9,4.34,24.86666667,12.5,32046,1,"DC.C","grazer","gastropod","gastropod","yes"
"5800","Lacuna.spp.","DC",2012-08-03,3,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5801","Lacuna.spp.","DC",2012-06-27,7,"C",14.4,9,4.34,24.86666667,12.5,32046,1,"DC.C","grazer","gastropod","gastropod","yes"
"5802","Lacuna.spp.","BE",2012-06-15,15,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","grazer","gastropod","gastropod","yes"
"5803","Lacuna.spp.","CC",2012-07-25,5,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5804","Lacuna.spp.","DC",2012-05-28,16,"A",14.4,9,4.34,24.86666667,12.5,32046,2,"DC.A","grazer","gastropod","gastropod","yes"
"5805","Lacuna.spp.","DC",2012-06-27,4,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","grazer","gastropod","gastropod","yes"
"5806","Lacuna.spp.","WI",2012-08-05,1,"E",10.6,8,0.63,20.96666667,7.9,191429,4,"WI.E","grazer","gastropod","gastropod","yes"
"5807","Lacuna.spp.","DC",2012-05-28,6,"A",14.4,9,4.34,24.86666667,12.5,32046,1,"DC.A","grazer","gastropod","gastropod","yes"
"5808","Lacuna.spp.","EI",2012-07-23,7,"C",9,6,0.76,21.5,NA,97169,1,"EI.C","grazer","gastropod","gastropod","yes"
"5809","Lacuna.spp.","EI",2012-07-23,2,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5810","Lacuna.spp.","NB",2012-08-09,6,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","grazer","gastropod","gastropod","yes"
"5811","Lacuna.spp.","DC",2012-08-03,2,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5812","Lacuna.spp.","CC",2012-07-25,6,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5813","Lacuna.spp.","RP",2012-08-07,11,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","grazer","gastropod","gastropod","yes"
"5814","Lacuna.spp.","BI",2012-06-20,8,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5815","Lacuna.spp.","NB",2012-08-09,15,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","grazer","gastropod","gastropod","yes"
"5816","Lacuna.spp.","BI",2012-06-20,11,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5817","Lacuna.spp.","WI",2012-08-05,13,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","grazer","gastropod","gastropod","yes"
"5818","Lacuna.spp.","DC",2012-05-28,11,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","grazer","gastropod","gastropod","yes"
"5819","Lacuna.spp.","DC",2012-05-28,4,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","grazer","gastropod","gastropod","yes"
"5820","Lacuna.spp.","WI",2012-05-20,2,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5821","Lacuna.spp.","CB",2012-05-26,8,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5822","Lacuna.spp.","CB",2012-08-11,14,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","grazer","gastropod","gastropod","yes"
"5823","Lacuna.spp.","EI",2012-07-23,5,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5824","Lacuna.spp.","DC",2012-08-03,11,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5825","Lacuna.spp.","NB",2012-05-24,2,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","grazer","gastropod","gastropod","yes"
"5826","Lacuna.spp.","WI",2012-05-20,13,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5827","Lacuna.spp.","WI",2012-06-30,5,"C",10.6,8,0.63,20.96666667,7.9,191429,14,"WI.C","grazer","gastropod","gastropod","yes"
"5828","Lacuna.spp.","EI",2012-07-23,9,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5829","Lacuna.spp.","DC",2012-08-03,12,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5830","Lacuna.spp.","DC",2012-06-27,12,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","grazer","gastropod","gastropod","yes"
"5831","Lacuna.spp.","EI",2012-07-23,11,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5832","Lacuna.spp.","NB",2012-07-10,6,"C",1,1,11.33,15.66666667,8,68719,1,"NB.C","grazer","gastropod","gastropod","yes"
"5833","Lacuna.spp.","DC",2012-08-03,6,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5834","Lacuna.spp.","BE",2012-06-15,9,"C",9.4,7,0.12,23.5,NA,58973,2,"BE.C","grazer","gastropod","gastropod","yes"
"5835","Lacuna.spp.","RP",2012-08-07,16,"E",5.4,5,2.41,21.1,7.9,50551,2,"RP.E","grazer","gastropod","gastropod","yes"
"5836","Lacuna.spp.","CB",2012-05-26,16,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5837","Lacuna.spp.","RP",2012-05-22,11,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","grazer","gastropod","gastropod","yes"
"5838","Lacuna.spp.","WI",2012-06-30,6,"C",10.6,8,0.63,20.96666667,7.9,191429,3,"WI.C","grazer","gastropod","gastropod","yes"
"5839","Lacuna.spp.","EI",2012-07-23,1,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5840","Lacuna.spp.","CB",2012-07-05,11,"C",5.8,4,1.02,16.36666667,5,24845,1,"CB.C","grazer","gastropod","gastropod","yes"
"5841","Lacuna.spp.","BI",2012-06-20,10,"C",5,3,0.61,15.7,NA,51587,1,"BI.C","grazer","gastropod","gastropod","yes"
"5842","Lacuna.spp.","RP",2012-08-07,6,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","grazer","gastropod","gastropod","yes"
"5843","Lacuna.spp.","CC",2012-07-25,14,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5844","Lacuna.spp.","WI",2012-08-05,12,"E",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.E","grazer","gastropod","gastropod","yes"
"5845","Lacuna.spp.","RP",2012-05-22,10,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","grazer","gastropod","gastropod","yes"
"5846","Lacuna.spp.","DC",2012-08-03,8,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5847","Lacuna.spp.","WI",2012-05-20,4,"A",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.A","grazer","gastropod","gastropod","yes"
"5848","Lacuna.spp.","CB",2012-08-11,11,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","grazer","gastropod","gastropod","yes"
"5849","Lacuna.spp.","WI",2012-05-20,3,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5850","Lacuna.spp.","DC",2012-08-03,1,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5851","Lacuna.spp.","BE",2012-06-15,14,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","grazer","gastropod","gastropod","yes"
"5852","Lacuna.spp.","WI",2012-05-20,11,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5853","Lacuna.spp.","CB",2012-07-05,14,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5854","Lacuna.spp.","DC",2012-08-03,10,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5855","Lacuna.spp.","WI",2012-06-30,9,"C",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.C","grazer","gastropod","gastropod","yes"
"5856","Lacuna.spp.","CC",2012-07-25,12,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5857","Lacuna.spp.","NB",2012-07-10,15,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","grazer","gastropod","gastropod","yes"
"5858","Lacuna.spp.","WI",2012-05-20,16,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5859","Lacuna.spp.","RP",2012-05-22,7,"A",5.4,5,2.41,21.1,7.9,50551,1,"RP.A","grazer","gastropod","gastropod","yes"
"5860","Lacuna.spp.","EI",2012-07-23,15,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5861","Lacuna.spp.","RP",2012-07-03,1,"C",5.4,5,2.41,21.1,7.9,50551,3,"RP.C","grazer","gastropod","gastropod","yes"
"5862","Lacuna.spp.","BE",2012-06-15,8,"C",9.4,7,0.12,23.5,NA,58973,1,"BE.C","grazer","gastropod","gastropod","yes"
"5863","Lacuna.spp.","RP",2012-05-22,9,"A",5.4,5,2.41,21.1,7.9,50551,1,"RP.A","grazer","gastropod","gastropod","yes"
"5864","Lacuna.spp.","CB",2012-07-05,15,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5865","Lacuna.spp.","DC",2012-08-03,14,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5866","Lacuna.spp.","DC",2012-08-03,15,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5867","Lacuna.spp.","RP",2012-07-03,13,"C",5.4,5,2.41,21.1,7.9,50551,2,"RP.C","grazer","gastropod","gastropod","yes"
"5868","Lacuna.spp.","RP",2012-07-03,12,"C",5.4,5,2.41,21.1,7.9,50551,1,"RP.C","grazer","gastropod","gastropod","yes"
"5869","Lacuna.spp.","WI",2012-06-30,4,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","grazer","gastropod","gastropod","yes"
"5870","Lacuna.spp.","RP",2012-05-22,3,"A",5.4,5,2.41,21.1,7.9,50551,2,"RP.A","grazer","gastropod","gastropod","yes"
"5871","Lacuna.spp.","DC",2012-05-28,14,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","grazer","gastropod","gastropod","yes"
"5872","Lacuna.spp.","DC",2012-05-28,9,"A",14.4,9,4.34,24.86666667,12.5,32046,1,"DC.A","grazer","gastropod","gastropod","yes"
"5873","Lacuna.spp.","DC",2012-06-27,5,"C",14.4,9,4.34,24.86666667,12.5,32046,2,"DC.C","grazer","gastropod","gastropod","yes"
"5874","Lacuna.spp.","DC",2012-05-28,12,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","grazer","gastropod","gastropod","yes"
"5875","Lacuna.spp.","WI",2012-08-05,15,"E",10.6,8,0.63,20.96666667,7.9,191429,4,"WI.E","grazer","gastropod","gastropod","yes"
"5876","Lacuna.spp.","EI",2012-07-23,8,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","grazer","gastropod","gastropod","yes"
"5877","Lacuna.spp.","BE",2012-06-15,10,"C",9.4,7,0.12,23.5,NA,58973,1,"BE.C","grazer","gastropod","gastropod","yes"
"5878","Lacuna.spp.","CB",2012-07-05,10,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5879","Lacuna.spp.","NB",2012-08-09,16,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","grazer","gastropod","gastropod","yes"
"5880","Lacuna.spp.","NB",2012-05-24,4,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","grazer","gastropod","gastropod","yes"
"5881","Lacuna.spp.","NB",2012-08-09,11,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","grazer","gastropod","gastropod","yes"
"5882","Lacuna.spp.","CB",2012-07-05,9,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5883","Lacuna.spp.","CC",2012-07-25,15,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5884","Lacuna.spp.","NB",2012-07-10,3,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","grazer","gastropod","gastropod","yes"
"5885","Lacuna.spp.","CB",2012-05-26,11,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5886","Lacuna.spp.","WI",2012-05-20,1,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","grazer","gastropod","gastropod","yes"
"5887","Lacuna.spp.","WI",2012-08-05,14,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","grazer","gastropod","gastropod","yes"
"5888","Lacuna.spp.","BE",2012-06-15,1,"C",9.4,7,0.12,23.5,NA,58973,2,"BE.C","grazer","gastropod","gastropod","yes"
"5889","Lacuna.spp.","BE",2012-06-15,6,"C",9.4,7,0.12,23.5,NA,58973,2,"BE.C","grazer","gastropod","gastropod","yes"
"5890","Lacuna.spp.","WI",2012-08-05,10,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","grazer","gastropod","gastropod","yes"
"5891","Lacuna.spp.","DC",2012-08-03,13,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5892","Lacuna.spp.","WI",2012-08-05,11,"E",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.E","grazer","gastropod","gastropod","yes"
"5893","Lacuna.spp.","RP",2012-07-03,9,"C",5.4,5,2.41,21.1,7.9,50551,4,"RP.C","grazer","gastropod","gastropod","yes"
"5894","Lacuna.spp.","CB",2012-05-26,14,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5895","Lacuna.spp.","DC",2012-06-27,16,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","grazer","gastropod","gastropod","yes"
"5896","Lacuna.spp.","NB",2012-05-24,8,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","grazer","gastropod","gastropod","yes"
"5897","Lacuna.spp.","RP",2012-08-07,3,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","grazer","gastropod","gastropod","yes"
"5898","Lacuna.spp.","NB",2012-07-10,1,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","grazer","gastropod","gastropod","yes"
"5899","Lacuna.spp.","RP",2012-05-22,13,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","grazer","gastropod","gastropod","yes"
"5900","Lacuna.spp.","WI",2012-06-30,2,"C",10.6,8,0.63,20.96666667,7.9,191429,2,"WI.C","grazer","gastropod","gastropod","yes"
"5901","Lacuna.spp.","DC",2012-08-03,5,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5902","Lacuna.spp.","RP",2012-05-22,6,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","grazer","gastropod","gastropod","yes"
"5903","Lacuna.spp.","BE",2012-06-15,5,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","grazer","gastropod","gastropod","yes"
"5904","Lacuna.spp.","EI",2012-07-23,6,"C",9,6,0.76,21.5,NA,97169,1,"EI.C","grazer","gastropod","gastropod","yes"
"5905","Lacuna.spp.","DC",2012-06-27,8,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","grazer","gastropod","gastropod","yes"
"5906","Lacuna.spp.","NB",2012-07-10,12,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","grazer","gastropod","gastropod","yes"
"5907","Lacuna.spp.","CB",2012-07-05,3,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5908","Lacuna.spp.","RP",2012-07-03,10,"C",5.4,5,2.41,21.1,7.9,50551,5,"RP.C","grazer","gastropod","gastropod","yes"
"5909","Lacuna.spp.","RP",2012-08-07,14,"E",5.4,5,2.41,21.1,7.9,50551,1,"RP.E","grazer","gastropod","gastropod","yes"
"5910","Lacuna.spp.","NB",2012-05-24,5,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","grazer","gastropod","gastropod","yes"
"5911","Lacuna.spp.","RP",2012-07-03,6,"C",5.4,5,2.41,21.1,7.9,50551,2,"RP.C","grazer","gastropod","gastropod","yes"
"5912","Lacuna.spp.","CB",2012-05-26,12,"A",5.8,4,1.02,16.36666667,5,24845,1,"CB.A","grazer","gastropod","gastropod","yes"
"5913","Lacuna.spp.","CC",2012-07-25,13,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","grazer","gastropod","gastropod","yes"
"5914","Lacuna.spp.","CB",2012-05-26,10,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5915","Lacuna.spp.","BI",2012-06-20,2,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5916","Lacuna.spp.","WI",2012-08-05,16,"E",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.E","grazer","gastropod","gastropod","yes"
"5917","Lacuna.spp.","NB",2012-07-10,11,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","grazer","gastropod","gastropod","yes"
"5918","Lacuna.spp.","CB",2012-07-05,8,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5919","Lacuna.spp.","DC",2012-08-03,9,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5920","Lacuna.spp.","NB",2012-05-24,7,"A",1,1,11.33,15.66666667,8,68719,1,"NB.A","grazer","gastropod","gastropod","yes"
"5921","Lacuna.spp.","CB",2012-07-05,13,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","grazer","gastropod","gastropod","yes"
"5922","Lacuna.spp.","CB",2012-08-11,10,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","grazer","gastropod","gastropod","yes"
"5923","Lacuna.spp.","BI",2012-06-20,12,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","grazer","gastropod","gastropod","yes"
"5924","Lacuna.spp.","NB",2012-05-24,9,"A",1,1,11.33,15.66666667,8,68719,2,"NB.A","grazer","gastropod","gastropod","yes"
"5925","Lacuna.spp.","NB",2012-08-09,4,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","grazer","gastropod","gastropod","yes"
"5926","Lacuna.spp.","NB",2012-08-09,2,"E",1,1,11.33,15.66666667,8,68719,1,"NB.E","grazer","gastropod","gastropod","yes"
"5927","Lacuna.spp.","WI",2012-06-30,15,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","grazer","gastropod","gastropod","yes"
"5928","Lacuna.spp.","DC",2012-08-03,7,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","grazer","gastropod","gastropod","yes"
"5929","Lacuna.spp.","DC",2012-05-28,7,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","grazer","gastropod","gastropod","yes"
"5930","Lacuna.spp.","BE",2012-06-15,7,"C",9.4,7,0.12,23.5,NA,58973,1,"BE.C","grazer","gastropod","gastropod","yes"
"5931","Lacuna.spp.","NB",2012-07-10,16,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","grazer","gastropod","gastropod","yes"
"5932","Lacuna.spp.","CB",2012-05-26,2,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5933","Lacuna.spp.","DC",2012-06-27,1,"C",14.4,9,4.34,24.86666667,12.5,32046,4,"DC.C","grazer","gastropod","gastropod","yes"
"5934","Lacuna.spp.","DC",2012-06-27,14,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","grazer","gastropod","gastropod","yes"
"5935","Lacuna.spp.","CB",2012-05-26,13,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","grazer","gastropod","gastropod","yes"
"5936","Lacuna.spp.","RP",2012-08-07,13,"E",5.4,5,2.41,21.1,7.9,50551,2,"RP.E","grazer","gastropod","gastropod","yes"
